tmdb_id,genre_ids
551271,"28,18,36"
245842,"14,12,10751"
3291,"18,36"
2998,18
321741,18
249688,18
11934,"35,18"
399121,"36,18,53"
36950,"18,10770"
11447,18
196024,"53,9648,80"
12914,"28,12,878,10770"
9281,"80,18,10749,53"
1581,"35,10749"
618353,"16,28"
560044,"16,35,10751"
102899,"878,28,12"
270400,18
11770,"28,35"
69315,"878,28,18,53,10770"
542178,"18,35"
283552,"18,10749"
16520,"18,10749,12,10402"
1548,"35,18"
13701,"18,10402,10749"
11620,"18,36,10749"
1374,18
657,"28,53,12"
455207,"35,18,10749"
7980,"14,18"
5916,"28,80,53"
5693,"18,10751"
717980,"53,80,18"
77495,"53,27"
56292,"28,53,12"
44115,"12,18,53"
43539,"10749,18,53,80"
22536,"18,27,53"
429191,18
15400,"16,10751,35"
785538,"18,80"
460465,"28,14,12"
1584,"35,10402"
561,"14,28,27"
414453,18
33613,"28,53,80,9648"
10653,"35,10749"
9631,"28,80,18,53"
860,"53,878,18"
487672,"878,16,28"
340613,18
116149,"35,12,10751"
2007,18
624,"12,18"
449749,"18,10749,12"
365942,"10749,12,878,18"
11942,"28,80,18"
13925,"16,35"
3293,18
266,"18,10749"
302946,"80,53,18"
4727,35
31906,"18,53,10752"
19833,35
43641,"16,28"
241,"80,53,18"
17187,18
567609,"35,27,53"
391757,"18,28"
364051,"18,36"
39105,"28,16,878"
10839,"18,28,36,10752"
884605,"35,10749"
664413,"10749,18"
211052,18
172106,18
103731,18
13666,"27,18"
12584,"37,18"
1547,"27,35,53"
570131,"35,18,10749,14"
382399,"10402,10749,18"
38397,"35,80"
36955,"28,53"
926,"35,878,12"
267,"18,10749,53"
340027,18
45094,18
1103,"878,28"
127517,"18,53"
393519,"18,27"
18861,"12,16,28"
524251,"27,53"
568467,"10749,18"
14292,"18,36"
468,"18,35"
79113,"35,10751,10770,10749"
533,"12,16,35,10751"
745881,"27,53"
696806,"12,878"
418680,"10751,36,18"
412202,"18,35"
925102,"53,80,9648"
11042,"35,18"
10439,"14,35,10751"
8095,"18,36,10749"
2028,"10749,35,18"
588182,18
254201,53
722913,"18,10749"
661374,"35,80,9648"
91417,"16,35,12,10751"
4512,"28,18,37"
615665,"35,10749"
62204,"12,18"
11457,18
8053,"12,80,18,9648,37"
1900,"53,18,80"
173,"12,18,10751,878"
661914,18
388399,"28,80,18,36,53"
16608,"28,12,80,18,53,37"
744,"18,28,12"
369972,"36,18"
13459,"16,10751"
1623,"80,18"
924,"27,28"
505600,35
82633,"80,18,37"
8293,"18,10749"
7326,"35,18,10749"
429197,"35,18"
251519,"16,28,12"
19576,"28,16,12,35,14"
11897,37
378,"35,80"
300,"35,18,14"
433945,"28,18,53"
320006,"35,18"
11646,"10752,36,18"
9994,"16,10751,12,9648"
546,18
445,"9648,18,53"
524348,"53,18"
366564,35
120605,"18,28,53"
64720,"53,18,27"
43347,"18,35,10749"
30890,"35,10402"
13928,"16,10751,35"
10514,"878,53"
1694,"878,35,27"
563,"12,28,53,878"
641662,18
445651,"28,12,18"
250734,"18,10749"
2671,"27,53"
118,"12,35,10751,14"
436931,"10751,16,12,14"
328387,"9648,12,80"
127380,"12,16,35,10751"
46829,"35,18"
43959,"10751,18"
12143,"80,18"
8408,"27,18,9648"
651070,"18,53,9648"
11224,"10751,14,16,10749"
11000,35
604,"12,28,53,878"
483,"80,53,10749"
644,"18,878,12"
636565,"35,12"
556678,"35,10749"
236735,"53,80,9648"
254320,"35,18,10749"
50270,18
25736,"18,10749,80,53"
522241,"53,36,18"
718789,"16,28,12,10751,878"
21542,"35,18,10751,10749"
12545,"10402,18"
2907,"35,14"
820722,"35,18"
11454,"80,27,53"
7299,"28,878,53"
6106,"18,10752,53"
606679,"10749,35,10402,18"
542417,18
276907,"80,53"
71689,"16,35,10751,10770,12,878"
333352,"18,53,10752"
62211,"16,10751"
11797,"35,27"
9766,"80,18"
8079,"35,53,18"
1090,"53,878,9648"
632856,35
366924,"878,28,16"
36658,"12,28,878"
15060,"16,35,878,10770"
11975,"18,80,53"
926899,"16,18,35,27,14"
676547,"27,53"
22855,"878,16,28,12,10751"
13550,27
287947,"28,35,14"
30675,"878,16,28"
1730,"9648,18,27"
838,"35,18"
293,"18,10751"
501633,"35,18"
472451,18
526,"12,35,14"
156700,"35,18"
10974,"12,28,35"
4946,"18,80"
10994,18
8428,"10402,18"
5919,"28,18,53"
2769,"35,10402,10749"
567189,"12,28,53,10752"
56020,"18,10402"
511809,"18,10749,80"
868759,"28,35,10749"
297556,"878,28,16,12"
14943,"28,12,35,80"
961268,"28,80,53"
480530,"18,28"
256835,"16,10751,12,35"
233063,35
82684,18
14412,"80,10749"
4104,"35,18"
754,"28,80,878"
325690,35
12335,"12,14,35,10751,10402,16"
2109,"28,35,80"
457332,"28,12,53,35"
228970,18
1010818,"16,10751,35,878"
588921,"12,16,10751,14"
491926,"10752,36,18"
332283,"10749,18"
103328,"18,14"
11973,"36,53"
10868,"80,18"
811367,"10751,35,14,16"
457799,80
14886,"18,35"
11690,"28,53"
9533,"80,53,27"
1715,18
1485,"80,53"
847,"28,12,14"
755,"27,28,53,80"
14139,"878,53"
894205,"28,14,27"
28384,"35,18,10749"
599281,"53,27,18"
399057,"18,53,9648"
62177,"16,12,35,10751,28,14"
14070,"28,10749,53"
9798,"28,18,53"
408508,"18,10749"
15775,"14,18,10749"
13989,"28,12,80"
11336,"53,27,878"
11219,"35,9648"
174,"878,28,12,53"
696157,"10402,36,18"
579583,"35,18"
556803,"10749,35"
348668,"80,18,9648,53"
84199,"18,35,10749"
26039,"80,53"
602223,"27,28,53"
11815,"878,27,18"
10753,"28,80,53"
4464,"18,36"
2742,"80,18"
2623,"18,10749"
582873,"10749,18"
458737,18
300669,"53,27"
11831,"18,36,9648"
10220,"18,80"
639721,"16,12,35,10751,14,27"
615774,"14,16,10751,12,35,9648,27"
365222,"28,18,36"
77887,"16,10751,35"
24589,"16,35,10751"
15015,"16,10751"
402897,"35,18,36"
341744,"18,35"
3170,"16,18,10751"
74306,"35,18"
942,"28,12,35,80,53"
35558,"10749,35,10770,10402"
5698,"80,28,37,18,12,53,36"
787752,"27,53,18"
718032,"18,35,10749"
11257,"18,10749"
11836,"10751,16,35,14,12"
820525,"10749,18"
758330,"10749,18"
2044,"18,9648,10749"
263109,"10751,16,35,12"
50723,"12,28,16"
48714,27
9905,"80,53"
1024,"18,14"
778,35
420821,"16,10751,35,12,9648"
53487,18
20766,"12,18"
1073,"80,18,53,9648"
160588,18
37347,37
21208,"27,53,9648"
585083,"16,35,10751,12,14"
446354,"18,36"
24253,"18,28,53,80,9648"
9036,"12,18,10751"
35,"16,35,10751"
597208,"80,53,18"
528888,"18,35,36"
36657,"12,28,878"
11360,"16,10751"
8833,"28,35"
4886,"80,18,9648"
2604,"18,10752"
605886,53
501907,"18,36"
25676,"18,28,35"
12783,"18,36,10749"
11121,"18,10749"
10995,"18,10749"
7304,"28,80,18,53"
246355,"80,27,53"
91342,"16,10751"
49948,"16,10751,10402"
19186,"35,10751"
1771,"28,12,878"
646,"12,28,53"
13378,"16,10751"
8469,35
1643,"18,10749"
909,"35,18,10749,10751"
646389,"28,12,53"
16198,"16,10751"
2383,"12,18,10751"
281,"80,18,878,53"
555561,"53,9648"
436270,"28,12,878"
337556,"14,28"
528949,"18,36,53"
50472,
44009,"18,35"
13320,"35,10749,10402"
7270,"35,18,80,53"
398,"80,18"
87093,18
12089,"35,9648"
103747,"18,35"
864,"35,12,18"
97630,"53,18"
1985,"18,9648,53"
419743,"18,10749"
332872,"18,10749"
18533,"18,28,80"
12920,"18,10751"
458253,"10751,16,35,12,14"
395993,18
374475,"35,18"
15789,"10749,16,10751,35,12"
10536,"28,80,35,53"
1255,"27,18,878"
402900,"80,35,28"
49009,"18,12,36"
39254,"28,878,18"
11576,"28,12,35"
11571,"12,14,10751"
11337,"35,18,10749"
734265,"35,10749"
15016,"16,10751"
508791,"10749,18"
298382,"18,35"
23202,"27,35"
2164,"28,12,878"
1931,"18,10402"
619264,"18,878,53"
525686,35
468224,"10752,18,10749"
333371,"53,878,18,27"
335787,"28,12"
37056,"35,18,10749"
10865,"16,10751,12,878"
581032,"18,37,12"
101731,"18,35"
67913,"28,35,53,80"
11652,"18,36"
9427,35
9045,"18,36"
2054,"18,10402,10751"
591538,"18,10752"
2064,"10749,35"
725201,"28,53"
381356,35
43923,"35,18"
3053,"35,27"
432068,35
381283,"18,53,27"
285783,"18,80,35,53"
175774,"14,18,10749"
130150,18
394741,"35,18"
25670,"53,9648,28,10752"
24469,18
13537,"18,36"
37653,35
9386,"28,18,53,80,9648"
703771,"16,28,12,878"
458723,"27,53,9648"
64685,18
49444,"16,10751,35"
16153,"18,10749"
13675,"10751,16,10770"
12889,"16,35,878,10770"
10436,"18,10749"
9696,"28,80,27"
452187,"18,35"
77174,"10751,16,12,35"
85739,"28,18,80"
11937,"28,35"
883,"35,18"
379149,"28,53"
12225,"18,35,10749"
11826,"80,18,53"
10607,35
8841,18
4148,"18,10749"
398175,"28,80,53"
140870,"16,12,10751"
12919,"18,35,10749"
10130,"18,36"
397837,"18,9648,53,14"
343668,"28,12,35"
71864,"14,18,35,10751"
22826,35
9799,"28,80,53"
9392,"12,27"
321612,"10751,14,10749"
11631,"35,10749"
10339,"12,18"
9909,18
2061,"28,80,18"
954,"12,28,53"
713704,"27,53"
227735,"10751,18"
9487,"12,16,35,10751,14"
412117,"12,16,35,10751"
97367,"18,80"
38055,"16,28,35,10751,878"
26748,"18,9648,10749"
20077,"16,28,14,9648"
8072,"18,878,9648"
232,"80,18"
617762,"18,36,35"
31967,"28,12,16,27"
26428,"12,18,36"
11509,"37,28"
10707,"35,18"
450489,"35,18,10749"
204082,"28,53"
17917,"18,10751,10402"
651,"35,18,10752"
392,"35,18,10749"
11006,"28,12,35"
465914,"10749,18"
73532,"18,35"
48303,"18,10749"
12149,"18,53,80"
586,"35,18"
87825,"18,10749"
13809,"28,80,53"
11536,"37,18,10749"
6968,"28,80,18,36,53"
49530,"28,53,878"
11893,"28,53,18,12"
628534,18
523777,"16,28,12,35,10751,878"
62214,"16,35,10751"
1958,"35,53,9648"
762430,"28,53,80"
727745,"10749,35"
76492,"16,35,10751,14"
20714,"80,18,9648"
11227,"10749,35,18,14"
354859,"36,10749,18"
20770,"35,10749"
14030,"35,10749,10402"
1381,"18,12,878,10749"
614488,"18,80"
426865,"878,28,53"
76025,18
11616,"12,28,35"
1987,"80,18"
659,"18,36,10752"
505706,"18,53,80"
50393,"16,10751,10770,35,14"
8195,"28,53,80"
1165,"18,36"
559969,"80,18,53"
537055,"878,16"
384677,"10749,35"
338967,"35,27"
37495,"35,80,18"
16007,"14,9648,53"
1272,"18,878,53"
495764,"28,80"
664031,"10749,35"
447404,"28,12,14"
265228,"18,10752"
12476,"878,53,27"
3033,18
2758,"35,10751,14"
852438,"27,35"
377897,"28,16,10751"
363088,"28,12,878"
16093,"27,9648"
11527,"12,14"
11367,"35,80,28"
10560,"18,10402"
9390,"35,18,10749"
658760,"10749,35"
255718,"10751,16"
49018,"27,53"
46705,"18,10749"
180863,"18,35"
9880,"35,10751,10749"
920,"16,12,35,10751"
55787,"18,10749"
14411,"10751,16,12,35,14,28"
10882,"14,16,10749,10751"
6878,"12,35,10751"
38366,"35,10749"
28053,"18,35"
11971,"18,35,10749"
9007,"18,35,10749,14"
934761,"35,10749"
407890,"18,12"
334304,"12,10751"
62837,"18,10751"
9732,"10751,12,16,28"
849869,"28,80,53"
397538,"18,36"
12101,"878,53"
2048,"28,878"
717930,"28,53"
458342,"18,35"
24684,"18,10749"
11916,"12,37,10749,35"
1412,18
974931,"35,27,878"
629015,"53,27,18"
514207,"878,18,28"
116440,"16,18,10751"
33914,"10751,878,27,35"
11689,"28,35"
1630,18
854,"10749,35,80,14"
534259,"18,35"
339987,"10752,18"
9952,"12,18,10752"
500860,18
454652,"18,36"
425134,35
274870,"18,10749,878"
17445,"28,12,16,14,878,10770"
12187,"14,35,10749"
541134,"18,80,9648"
74534,"18,35"
11156,"18,36"
10236,"18,10749"
9542,"27,28,53"
41428,"27,878"
13198,"35,18,14,10749"
660942,"53,27"
361292,"27,9648,18"
179826,"9648,53"
120475,"28,16,878"
60670,"80,9648,53"
24420,"18,10749,14"
14506,"12,35,14"
11864,"18,878"
9434,"28,35,53,10749"
931,"53,18,27"
320,"53,80"
833425,"53,9648"
426613,18
339692,"80,18,53"
63700,"12,35,10751,14,10770,27"
37950,"18,10749"
12665,"18,14"
310131,"27,9648,18"
204668,12
11329,"18,53"
228108,"35,18"
11848,"16,18"
11820,"18,36,10749"
1573,"28,53"
676,"10752,36,10749,18"
422803,"35,16,10751"
322125,"18,53"
103269,"878,16,28"
13909,37
11033,"9648,53,80"
491472,18
68721,"28,12,878"
47854,"18,28,36,53"
12153,"35,80"
10530,"12,16,10751,10749"
1999,"18,53"
11848,"16,18"
1553,"10402,18,80"
304410,"35,10402,18"
369883,"10751,35"
11205,"10749,28,35,80"
9692,18
4836,"18,53,80"
741074,"16,10751,35,14"
308084,"35,18"
175112,"16,10751"
85446,"10402,18,10749"
26466,27
16281,"27,35"
8068,"53,28,80"
565770,"28,878,12"
347031,"35,18,10749,14,12"
157350,"28,12,878"
512200,"12,35,14"
423899,"18,36"
45284,"28,80,18"
10644,"18,10749"
1535,"28,80,53"
84329,"878,35,18,80"
65215,"28,12,16,35"
10423,"18,36,28"
10122,"10751,878,12"
2253,"18,53,10752"
221902,18
93456,"16,35,10751"
70667,"12,36"
25196,"18,10402,10749"
10228,"16,10751,12,14,28"
364,"28,14"
718633,18
384680,"37,18,36"
2289,"18,10752,36,12,10749"
484482,"18,35"
48769,"35,10752"
31900,18
24752,"28,16,878"
760336,"18,36"
587301,"18,35"
192141,53
113947,"18,10749,35"
21588,"35,27"
5876,"27,878,53"
1495,"18,28,12,36,10752"
590854,"18,53"
49519,"16,12,10751,14,35,28"
14637,"18,53"
340684,"18,10749"
203819,"12,18"
16938,"27,9648"
14410,"10402,18,36"
2295,35
968051,"27,9648,53"
524434,"878,28,12"
13253,"16,35,878,10770"
9555,"12,18,36"
317560,"35,18"
8390,"35,10749"
564,"12,28,14"
913290,"27,9648,53"
892153,"16,35,10751,37"
556694,"18,12,14,10749"
16140,"14,53,9648"
13497,"18,10749,35,10402"
10166,"14,27,35,10751"
2750,"35,18,10402"
1832,"14,35,12"
33196,"28,18,53"
470229,"53,9648,18,27"
58522,35
38408,"35,10749,18"
19204,27
13785,35
13416,18
9430,"80,35,53"
936,"35,80"
884971,53
308266,"35,80,18"
12244,"28,12,16,878,53"
9778,"35,10749,18"
291984,18
9929,"10751,16,12,35"
10776,"27,35"
3432,"80,53"
1951,18
423646,"18,80"
1770,"10752,18,53,36"
805327,"10749,18,35"
777245,18
400535,"28,80,53"
178682,"10751,35,10770,14"
110415,"28,878,18"
10027,"28,80"
400136,"16,27,12,28,878"
79108,35
10217,18
2322,"35,80,18"
1267,"16,35,10751"
614939,"35,10749"
310593,"35,18"
241771,"10749,18"
15058,18
11561,35
10858,"18,36"
634528,28
242090,"10749,35,18"
210479,"18,53"
82424,"16,10751,35"
785533,"10749,35"
226857,"18,10749"
170657,"28,14,12,35"
547,"12,18,10749"
297802,"28,12,14"
35854,28
11076,"28,12,18,10751"
10083,53
604578,"35,27"
531876,"10752,18,36,28"
9942,35
953,"10751,16,12,35"
760883,"27,53,28"
646207,"28,53"
337401,"12,14,18,28"
177888,"10751,10402,10770,35"
22373,18
10218,35
18254,"18,36,10749"
9667,"53,9648,18,878,14"
9263,"35,18,10749"
308,"35,18,9648,10749"
283564,"10751,16,12"
31175,"18,35"
390043,"28,35"
17578,"12,16,9648"
13939,"80,18,28"
13192,"14,10402"
10779,"27,35"
800815,"53,9648,80,27"
432087,"18,35"
16270,"10749,35"
1808,"18,10402"
323372,"18,53"
131634,"28,12,878"
9663,"878,10749,18"
342672,"35,18"
31997,"53,9648"
892515,"18,35,10749,80"
51162,"16,10751,12"
25195,"10749,35"
20762,28
19933,"14,12,16,10751,10402"
19494,35
10937,"35,18,10749"
1102776,28
762504,"27,878,9648"
13435,"18,36,10749"
11879,27
8009,"12,28,14"
400155,"16,35,10751,14"
15805,"16,28,80"
11170,"18,36"
4012,18
402,"53,9648"
643882,"10751,10749,35"
25508,"27,18,9648"
14746,28
8953,"16,14,878"
12763,"35,10402,18"
249,"35,18"
140300,"28,12,16,35,10751"
128136,"35,10749,18"
2196,"35,18"
710,"12,28,53"
337339,"28,80,53"
245473,"10751,28,18,10749,10770"
83542,"18,878"
55292,"28,18"
8052,"18,80"
7305,"12,18,53"
2469,"35,10749,18"
699102,"18,10402,10749,35"
513310,"28,878,53"
68726,"28,878,12"
68341,"18,53,80,27"
13931,"16,35,10751,14"
9362,"27,28,878"
6471,35
532865,"18,36"
258216,18
227973,"35,16,10751"
64688,"28,35,80"
17845,"18,9648,10749"
17360,"18,10752"
9762,"10402,18,10749,80"
1371,18
733156,"53,27"
656663,35
377154,18
22494,"35,18,10749,878"
393457,18
252822,"53,28,35,80"
181886,"53,9648"
59967,"28,53,878"
866463,"53,80,18,9648"
818397,"28,53,80"
308032,53
256591,"10749,35,80"
2259,"10749,18"
171372,"35,18,9648"
51999,"18,878,10749"
12560,"35,18"
9003,"27,53"
759175,"28,14"
127560,"18,36"
8882,"18,80"
4193,"53,80,9648,18"
254,"12,18,28"
1921,"18,10749"
338952,"14,12,10751"
602,"28,12,878"
399402,"28,53"
17979,"16,10751,14"
4484,35
724209,"53,28"
473072,"878,53"
384018,"28,12,35"
337170,"28,35,80,18,53"
9746,"18,36"
513347,"16,10749,18"
401898,"18,9648,53"
232672,"35,10749"
82507,"27,53,9648"
592834,"10751,28,35"
15143,"18,10749"
9591,"35,18,10749,10402"
1934,"10749,36,35"
739993,"35,18,10402"
539651,"878,53,9648,80"
9602,"35,10749"
9359,"28,12,35,18,37"
236,"35,18,10749"
10015,"10752,18,35"
527729,"10751,16,35,12"
296524,"18,28"
9344,"18,80"
716612,"18,36"
445629,35
265189,18
254470,"35,10402"
109417,"10402,18"
85889,"80,18,35"
10323,"12,14"
565426,"10749,35"
449992,"28,53,80"
72976,"36,18"
6399,"28,12,35"
796499,"28,53,80,35"
522098,"18,35,10749"
278927,"10751,12,18,14"
133121,"16,27,28"
29702,"27,9648,53"
11590,"35,18"
11393,18
11054,"35,18,10749"
11018,"28,80,53"
1648,"12,35,878"
437109,"28,18,80,53,12"
369778,"35,18"
67660,"35,10749"
10362,"18,10749"
7874,18
3472,"80,18,53"
2039,"35,18,10749"
1246,18
450322,"18,36,35,10751"
11087,"18,53"
8769,27
42188,"18,10749,878"
260514,"16,12,35,10751"
22947,"18,10749"
14367,35
13285,"16,10751,12,14"
1824,"35,10749"
752505,"27,14"
574436,"18,80"
10973,"12,27,878"
9567,"10752,28,18"
467956,"35,18"
445571,"9648,35,80"
168672,"18,80"
9476,"12,18,10749,28"
7551,"28,53,878"
5279,"18,9648,53"
521777,35
465003,"18,53,36"
19185,27
429300,"53,10749,12"
405774,"27,53,18"
110390,"18,35"
7291,"80,18,53"
474350,"27,14"
10998,"18,53"
360920,"16,10751,35,14"
314402,"80,18"
68924,18
57214,35
55347,"18,10749,35"
11386,"80,18,53"
620725,35
402298,"18,36"
360784,"53,27"
152737,"35,18"
11873,18
9503,"18,36,10749"
13179,"16,10751,12,14"
8367,"28,12,18"
630004,"18,28,53"
417870,35
27850,"12,35,10751,14,10770"
17612,"18,10749"
11208,"18,9648,10749,53"
9451,"35,18"
171337,"18,80"
56590,"878,16,28,12"
11071,"878,27"
654895,"35,10749"
56804,35
34205,"12,10751,14,10770"
9026,"35,18,36,10749"
8974,"878,28"
3683,"10752,18,36"
10934,"10749,35"
1817,"53,80"
912,"80,10749"
744276,"10749,18"
463319,"28,18"
424781,"14,878,35"
243683,"10749,18,10402"
187017,"80,35,28"
50839,"53,18"
34463,"10402,16,35,10751"
12281,"80,18"
4929,37
338768,"35,18"
299537,"28,12,878"
846,"9648,878,53"
587807,"35,10751,16"
526050,"35,14,10749"
426338,"35,10749"
77459,"12,16,35,10751,14"
10276,35
9684,"35,18,10402"
2787,"53,878,28"
2112,"80,28,18"
9871,"14,27"
44835,18
10138,"12,28,878"
338958,"35,10751,14"
253331,18
252171,"27,10749"
454227,"28,36,10752"
22971,"18,10749,10752"
13813,"28,18,36,10752"
2163,"80,18,9648,53"
1833,"18,10749"
44896,"16,35,10751,37,12"
957,"35,878"
326359,"16,10751,12,35"
65057,"35,18"
2300,"10751,16,35,878"
879,"12,14,35,10751"
766798,18
446021,"53,18,9648,80"
294963,"37,27,18"
184352,"18,53,9648"
15157,"35,10402"
10297,"35,10749"
95,"28,53,878,12"
504172,"80,18"
238713,"28,35,80"
15167,"16,10751"
8848,"53,80,18"
192136,"18,36"
12268,"35,80"
10780,"35,10749"
8326,"12,10751,18,35"
2755,"18,35"
2288,"18,10749"
1991,"28,53"
291805,"80,53,28,9648"
157841,"12,18,10751"
2005,"10402,35"
864370,27
755566,"28,14,27,35"
374416,35
335983,"878,28"
10115,"35,18"
353486,"12,28,35,14"
298618,"28,12,878"
18937,"14,16,18,10749,10751"
9563,18
2140,"28,80,53"
76726,"878,18,53"
9433,"28,12,18"
460059,"28,53"
49049,"28,878"
11004,"35,18"
2614,"28,35,878"
596161,"18,53,80,37"
303857,"28,16,878"
283366,"14,12"
41110,"18,10749"
30508,"35,18,10402"
9058,"10749,35"
8881,"18,36,10752"
580489,"878,28,12"
440161,"18,37"
55725,"18,35"
11134,"28,80,53"
1871,"35,80,12"
393764,35
207933,"53,9648,27"
87502,18
606566,"10749,18,36"
598331,"16,10751"
138832,"35,80"
592863,"18,10402,36"
502422,"35,18"
444090,"12,14"
401847,"18,80,35"
39104,"28,16,878"
11439,"53,9648"
181808,"12,28,878"
168903,"16,10751"
84175,"18,14"
15867,18
253412,"12,18,36"
82992,"28,53,80"
61667,"18,35"
41233,"18,10749"
33542,"80,28,35,53"
11774,"12,35,10751"
9270,"18,9648"
1903,"14,878,18,53,10749,9648,80"
76535,"878,14"
419639,"53,18,27"
15856,"27,9648"
10019,"35,10749,14"
2652,"18,53"
2023,"37,12,28"
9314,"18,878"
9059,"27,35,53"
798286,"35,12,14"
37768,35
37735,35
25941,"53,80,18,28"
619778,"9648,27,53"
537059,"16,28,878"
225574,"28,53,9648"
86838,"35,80"
44249,"18,28,36"
277,"14,28,53"
15849,"27,18,14"
4523,"35,10751,14,10749"
1946,"28,53,878"
262551,35
72190,"28,18,27,878,53"
8272,18
6961,"10749,35"
525661,18
332979,18
662546,"10751,14,35"
475132,"18,10752"
283704,"18,36"
254578,18
57243,35
25284,"53,80,10749,18"
616803,"28,18,53"
379686,"10751,16,35,878"
340485,18
39013,"18,9648"
11144,"28,35"
597156,18
318917,35
514921,"12,18,10749"
256917,"10752,18"
150689,"10749,14,10751,18"
13510,"27,53"
131631,"878,12,53"
26171,18
14011,"28,12,16,878,10751"
2462,"35,878"
567797,"80,53,9648"
13342,35
9655,"35,10749"
9443,"18,36"
619730,"53,9648,18"
30596,"18,28,36"
9972,"28,80"
472734,"35,18,10402"
426249,"18,10402,27,53"
11381,35
41216,"16,12,10751,14"
33908,27
11843,"9648,35,80"
8976,"35,18,10749"
370663,"18,10749"
56415,"80,18"
438747,"12,16,35,10751,14,10770"
107985,"35,28,878"
44629,"80,18"
4031,"35,18"
431,"53,878,9648"
188166,"80,53"
158011,"80,53"
9647,"14,35,18"
9387,"12,14,28"
663712,"27,53"
20115,"53,27,9648"
9282,"80,18,53,9648"
476669,"28,12,53"
17894,"35,10749"
13682,"10751,16,35,14"
2142,"80,18,9648"
2142,"80,18,9648"
454,"18,10749"
98548,18
24100,"10751,12,35,14"
1494,"28,18,14"
512195,"28,35,80"
22051,"18,10749"
16995,53
9737,"28,35,80,53"
5038,"18,10749"
2266,"18,10749"
648579,"28,35,80"
446894,"10751,16,12,14"
12178,"18,35,10749"
8366,"35,37"
3509,"16,878,53"
170522,"16,35,12,10751"
145247,"12,35,18"
49367,"18,36,10402"
9411,"80,18,53"
272693,"10749,35"
228161,"14,35,16,878,10751"
1858,"12,878,28"
796,"18,10749"
500475,"28,80"
13275,"18,28"
11162,"18,10749"
548066,"878,53"
417670,18
252178,"53,28,18,10752"
126963,"16,28,878"
14337,"878,18,53"
11708,"10751,10402,12,14,35"
209451,"10402,18"
25475,"16,10751,12,14"
15144,"18,35,10749"
11013,"35,18,10749"
691,"12,28,53"
416194,"28,18,53"
400579,"35,18"
37137,"35,80"
1070514,"35,27,28"
600583,"18,37"
443463,18
188927,"28,12,878"
84332,"35,10749,878"
369885,"28,18,10752,10749,53"
862965,"80,18,53"
581387,"28,12,53"
419635,"18,35"
303991,"35,18"
159824,"16,35,10751,14"
20504,"28,53,878"
668640,"35,18"
424277,"18,10749"
29161,"27,53"
10156,35
10045,"28,53,878"
9319,"28,53"
18764,"35,28"
13648,"16,27,28,878"
466,"53,9648,80"
16962,"16,10751,14,10749"
9481,"18,9648,53,80"
795,"10749,18,14"
351145,"53,18"
1947,18
539892,"878,53,18,9648"
16366,"10751,16,14"
10711,"28,80,18,53"
811592,28
449443,"28,53,80"
339405,18
321697,"18,36"
46169,"18,10751,14,10770"
11091,"35,18,10749"
10935,"18,37,10749"
369192,"35,18,36"
198184,"80,28,878"
10649,"80,28"
253980,"28,35,14"
9062,"10749,18"
785457,"14,35,18"
174733,"28,53"
154400,"18,80"
2616,"35,18,10751"
709631,27
614292,18
504603,"35,80"
390734,"16,878,28"
283235,18
269650,"16,878,28"
261102,"10749,18,14,35"
41402,"18,27,9648"
15723,"35,18"
11092,"9648,80,53"
2255,"35,18,10749"
468202,"9648,53,80"
297725,"12,35"
51052,"18,16,10751,35"
42691,18
10060,"18,80,10402"
74465,"18,35,10751"
14924,"18,10749"
11003,"10749,35"
578189,"28,80,18,53"
401246,18
8852,27
4566,"18,53,9648,80"
569547,"878,9648,18,53,10770"
534490,"80,28"
19200,"35,9648,80"
10552,"27,53"
9740,"80,18,53"
732450,"16,28,12,80,14"
538225,"10770,37,18"
325189,"10770,10751,35,14"
153158,"16,12,10749"
36647,"27,28"
19997,53
10222,"28,53,18"
10195,"12,14,28"
12651,"18,10752,28"
10212,"12,27,37,35"
9789,"35,18,36"
6973,"36,18,53,80,9648"
4547,"80,18,53"
14609,"28,16,10751,12,878"
12160,"37,18,28,12"
9654,"28,80"
8193,35
5994,"35,18,10749,14"
496,35
524216,"14,27"
11522,"10749,18"
11086,"18,10749"
9031,"28,12,35"
776797,27
629176,"878,80,28"
581392,"27,12,28,53"
507086,"12,28,878"
414770,"18,9648"
1870,"35,80,12,14"
9318,"10751,16,12,35"
8489,18
7443,"16,35,10751"
1439,"18,10749,36"
672741,"27,53"
37686,"53,878,9648"
19548,35
14635,"18,10751"
11935,"18,28,53,878"
1365,"18,10749"
256924,"10402,35,18"
239566,"18,10402"
28089,"18,10749"
10846,"35,18,10749"
9919,"35,10749"
21474,35
12205,"18,27,9648,53"
11163,"18,14"
9469,18
8292,"28,80"
535292,"80,28,18"
278427,"16,35,878,10770"
48175,35
30163,"35,80"
9326,"10749,35,28,12"
8871,"10751,35,14"
377799,"18,35"
11974,"35,27,53"
11319,"14,10751,16,12"
530723,"18,80,36"
397243,"27,9648"
276843,35
245698,"53,18"
945729,"9648,53,80"
615904,"10749,35,10402"
231176,35
11313,18
11253,"14,12,28"
2293,"10749,35"
1125,"18,10402"
712,"35,18,10749"
760104,"27,53,9648"
249397,"18,9648"
14181,"80,18,53"
186161,35
38285,35
10897,"10749,35,10751"
10758,"18,35,10749"
9374,"35,14,27"
592984,18
448776,"18,28,80"
352161,"18,36,80"
338762,"28,878,12"
11129,"35,18"
